questions,output
hey doc my husband been takin lisinopril for high blood and lately he says his head feels fuzzy n he dizzy sometimes is that normal or should we do somethin? bc im worried about him n he looks tired all the time thx,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Neurology""
  ],
  ""symptoms"": [
    ""fuzzy head"",
    ""dizziness"",
    ""tiredness""
  ],
  ""condition"": ""Hypertension"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"Hey, I just wanted to ask about my dad. He's 81 and has had these occasional episodes of dizziness lately, usually when he stands up quickly. No chest pain or blurred vision, just feel faint. He’s got high blood pressure and takes 20 mg of lisinopril daily, but his BP’s been a little on the higher side recently, around 150/90. He keeps saying he's fine and refuses to go to the ER, but I’m worried something might be going on. Do you think we should do a quick check or adjust his meds? Thanks!","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Geriatrics"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""dizziness"",
    ""fainting""
  ],
  ""condition"": ""High Blood Pressure"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
wanna know if it's normal to feel tired all the time even after sleep?,"{
  ""department"": ""Primary Care"",
  ""accepted_department"": [
    ""Primary Care"",
    ""Sleep Medicine""
  ],
  ""symptoms"": [
    ""tired""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
hey doc so i been taking my blood sugar meds (metformin) but i feel real dizzy and kinda sick after i take it. is that normal or should i stop? thx,"{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""Primary Care"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""dizziness"",
    ""nausea""
  ],
  ""condition"": ""Diabetes"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
so rn i've been noticing my fingers hurt n sometimes go numb when im workin on my computer for a while. its not super painful but kinda weird and annoying. ive tried stretching n taking breaks but doesnt seem to help. do u think i should see someone about it or just keep tryin to deal? thx,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Neurology"",
    ""Physical Therapy""
  ],
  ""symptoms"": [
    ""finger pain"",
    ""numbness""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Frustrated"",
  ""urgency_level"": ""Medium""
}"
my mom started taking metoprolol last week and she's been feeling super tired all the time is that normal or should i tell her to stop?,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""tiredness""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"My wife recently started taking amlodipine 5 mg last month, and she’s noticed she has these intermittent palpitations that radiate to her left scapula, especially after her evening dose. Is this a common side effect or should she stop it and see someone?","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""palpitations"",
    ""pain in left scapula""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Hey, I gave my kid some Tylenol yesterday for his fever but he still keeps waking up at night crying. Is that normal, or should I give him more? Also, can I give him more if it helps?","{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Primary Care"",
    ""Emergency Medicine""
  ],
  ""symptoms"": [
    ""fever"",
    ""crying""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"my 4yr old has had a bad rash on her neck and face for a few days now, it’s red and kinda swollen but she’s not really scratching or complaining. it’s starting to look worse tho. should i bring her in or what should i do? im freaking out a bit bc idk if this is serious or not. pls respond asap!!","{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Dermatology"",
    ""Allergy & Immunology""
  ],
  ""symptoms"": [
    ""rash"",
    ""redness"",
    ""swelling""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Anxious"",
  ""urgency_level"": ""High""
}"
"my 7yo has had these weird intermittent tingling and paresthesia in his ulnar fingers lately, especially after playing his tablet for a while. docs told me it was probably just nerve compression, but it’s been a few weeks and now he also complains of radiating pain to his left scapula sometimes. he’s otherwise fine, no weakness or numbness, but I’m confused why it’s happening still. is this normal? should I be worried? thx","{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Neurology"",
    ""Orthopedics""
  ],
  ""symptoms"": [
    ""tingling"",
    ""paresthesia"",
    ""radiating pain""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Confused"",
  ""urgency_level"": ""Medium""
}"
"My husband has been experiencing these intermittent palpitations that come and go over the past couple of weeks. They're still mostly brief, but sometimes they radiate to his left scapula and make him feel a bit sweaty. He says they seem related to his recently increased caffeine intake. He also mentioned feeling a bit more tired than usual, but no chest pain or dizziness. He had a Holter monitor last year for similar symptoms that came back normal, but he's worried since they’re happening more frequently now. Do you think this warrants further testing or adjustment of his current meds? Thanks.","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""palpitations"",
    ""sweating"",
    ""fatigue""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
my 6 yr old been waking up crying at night sayin somethin hurts but i dont know what it is its been happenin for a few nights now and im worried maybe its his legs or somethin he says it feels bad but he aint said what kinda bad thx,"{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Orthopedics"",
    ""Neurology""
  ],
  ""symptoms"": [
    ""crying at night"",
    ""pain in legs""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"Is it normal to experience intermittent palpitations radiating to the left scapula, especially after exertion? Should I be worried it could be something serious?","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""palpitations"",
    ""radiating pain""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"hey doc, my wife been having this weird pain down her belly, like she says somethings off there but she don't wanna go to the hospital, I think it's been about a week now. she says it hurts more when she move or eat something spicy. I told her to see someone but she just got mad at me. I don't know what to do, should I take her some place or wait? she also been tired all the time and kinda feverish but not too high. I dunno if it's something serious or just her stomache acting up again. please tell me what you think.","{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Primary Care"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""pain in the belly"",
    ""tiredness"",
    ""feverish""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
my 6 yr old keeps waking up at night crying idk if thats normal or should i be worried?,"{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Mental Health"",
    ""Sleep Medicine""
  ],
  ""symptoms"": [
    ""waking up at night"",
    ""crying""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"so, I’ve been feeling kind of weird down there, like something feels off but I don’t know what. it’s been a few days, and I keep thinking about it but I don’t want to bother. my mom, she’s 74, she keeps saying she’s fine but I can tell she’s not. she won’t go to the doctor. anyway, should I bring her in or what do you think?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""feeling weird down there""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"My 4-year-old has been complaining of intermittent right ear pain and mild hearing difficulty over the past three weeks. No fever or signs of infection, and the pain seems to worsen when lying down. We've tried OTC acetaminophen with minimal relief. No recent trauma or swimming. Otoscopic exam at her last checkup was normal, but I’m concerned this might be an early infection or possibly fluid buildup. This is the third time I've contacted the office about this, and I'm frustrated that her symptoms aren't resolving. Can you advise if we should pursue imaging or try a different treatment approach? Thank you for your time.","{
  ""department"": ""ENT"",
  ""accepted_department"": [
    ""ENT"",
    ""Pediatrics"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""right ear pain"",
    ""mild hearing difficulty""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Frustrated"",
  ""urgency_level"": ""Medium""
}"
"I'm noticing that my feet often swell after sitting for a long time, is that normal?","{
  ""department"": ""Vascular Surgery"",
  ""accepted_department"": [
    ""Vascular Surgery"",
    ""Primary Care"",
    ""Cardiology""
  ],
  ""symptoms"": [
    ""swelling in feet""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
"Hey, I’ve been experiencing these weird intermittent palpitations that sometimes radiate to my left scapula. They've been happening off and on for about two weeks now, mostly when I’m resting or lying down. No chest pain, but I do feel a little dizzy and get some paresthesia in my ulnar distribution during it. My EKG from last month was normal but I’m starting to get pretty anxious — should I come in or do you think it’s something I can wait on? I’ve been trying to avoid caffeine and I don’t think I’ve had any new meds. Please help!!","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Neurology"",
    ""Mental Health""
  ],
  ""symptoms"": [
    ""palpitations"",
    ""dizziness"",
    ""paresthesia""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Anxious"",
  ""urgency_level"": ""Medium""
}"
"my dad keeps saying hes tired all the time even tho hes been sleeping fine, is that normal?","{
  ""department"": ""Internal Medicine"",
  ""accepted_department"": [
    ""Internal Medicine"",
    ""Primary Care"",
    ""Geriatrics""
  ],
  ""symptoms"": [
    ""tiredness""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Low""
}"
"I've been experiencing these weird intermittent palpitations over the past week, usually lasting a few seconds and feeling like a quick flutter or skipping. They sometimes radiate to my left scapula and are often triggered by caffeine or stress. I haven't noticed any chest pain or dizziness, but the episodes are new for me. My blood pressure readings have been around 120/78, and I haven't changed anything in my meds — currently on lisinopril 10mg daily. Just wanted to check if this sounds familiar or if I should come in sooner. Thanks!","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Internal Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""palpitations"",
    ""fluttering"",
    ""skipping"",
    ""radiating pain to the left scapula""
  ],
  ""condition"": ""Hypertension"",
  ""sentiment"": ""Inquiring"",
  ""urgency_level"": ""Medium""
}"
so rn ive had this weird tight feeling in my chest sometimes like its not pain but more like pressure? its happenin randomly and idk if i should be worried or if it’s normal. been happening for a few days now. also get kinda out of breath sometimes w/o doing much. dunno if its anxiety or somethin serious. pls let me know what u think bc im kinda freaked out rn. thx,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Pulmonology"",
    ""Mental Health""
  ],
  ""symptoms"": [
    ""tight feeling in chest"",
    ""pressure in chest"",
    ""out of breath""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Anxious"",
  ""urgency_level"": ""Medium""
}"
